device_id	collected_at	true_brix	server_brix	ch415	ch445	ch480	ch515	ch555	ch595	ch640	ch680	chClear	chNIR
1001-01-01	1779196068	9.3	17.41	2582	2941	3457	8703	10114	21324	15098	7229	48089	4102
1001-01-01	1779196072	9.3	16.55	2998	3577	4271	10621	12990	25807	21715	8726	51000	4438
1001-01-01	1779196080	9.3	17.43	2652	3052	3740	7637	9194	17948	10463	7672	51000	4808
1001-01-01	1779196085	9.3	15.37	1752	2766	2912	4504	5214	7794	7561	5596	30738	3602
1001-01-01	1779196090	9.3	15.64	1540	2051	2111	3398	3622	6182	4879	4178	26169	3326
1001-01-01	1779196094	9.3	14.29	1603	2472	2523	4382	5709	6830	8840	4965	25937	3380
1001-01-01	1779196098	9.3	14.99	1728	2582	2786	4237	5320	7238	7406	5089	29397	3796
1001-01-01	1779196116	9.3	14.68	2000	2588	2783	4950	6591	9366	8737	6129	32751	4272
1001-01-01	1779196124	9.3	13.58	3888	4388	5689	12608	15347	31647	22452	11962	51000	6504
1001-01-01	1779196141	9.3	14.20	3570	3997	5405	10696	12919	27479	17705	10821	51000	6442
1001-01-01	1779196146	9.3	15.57	2929	3607	4146	12048	17034	26543	27113	9584	51000	4872
1001-01-01	1779196153	9.3	17.27	2186	1983	2485	5997	8038	13801	9725	5747	42043	4178
1001-01-01	1779196157	9.3	17.54	2698	2385	2790	8919	11107	22164	20520	6714	49656	4074
1001-01-01	1779196160	9.3	15.15	3422	3404	4288	11623	14779	30088	22022	9747	51000	5452
1001-01-01	1779196164	9.3	16.53	2107	2386	2809	5595	7050	12312	10327	5611	39586	4244
1001-01-01	1779196167	9.3	16.15	2109	2401	2739	5634	7507	10987	13948	5348	38808	4178
1001-01-01	1779196171	9.3	14.98	3490	3321	4637	10479	11919	27110	18552	9418	51000	5894
1001-01-01	1779196175	9.3	14.02	3944	4035	5332	13415	16329	33907	25329	11174	51000	6060
1001-01-01	1779196178	9.3	14.18	2886	3914	4354	12030	17252	23914	29690	9819	46001	5077
1001-01-01	1779196181	9.3	15.81	3181	2905	3727	7026	9600	17321	14136	8014	51000	5842
1001-01-01	1779196185	9.3	14.10	3825	3717	5129	11234	12408	28636	19582	10379	51000	6498
1001-01-01	1779196189	9.3	15.95	3027	3470	4525	11341	14366	25943	23199	8775	51000	4896
1001-01-01	1779196191	9.3	15.48	1562	1670	1811	3463	3848	6709	5657	3775	25753	3396
1001-01-01	1779196200	9.3	16.91	1935	2077	2328	5941	8216	13881	11615	4851	35423	3476
1001-01-01	1779196205	9.3	15.73	1735	1825	2003	6190	7420	12961	13455	4246	28436	3014
1001-01-01	1779196219	9.3	17.88	2519	2264	2775	7098	7108	18095	12894	5837	47262	4140
1001-01-01	1779196224	9.3	16.07	3046	3317	4064	11903	15602	28428	25526	9511	51000	4500
1001-01-01	1779196234	9.3	15.95	1522	1883	2067	3354	3211	5941	4968	3753	26088	3258
1001-01-01	1779196239	9.3	14.88	1693	2544	2715	4206	4946	7065	7041	5084	28796	3768
1001-01-01	1779196256	9.3	17.67	1995	1887	2157	5739	6750	14211	10550	4535	37085	3420
1001-01-01	1779196273	9.3	17.17	2337	2595	3031	7497	9640	17155	14789	5913	43685	4056
1001-01-01	1779196284	9.3	15.59	1610	2555	2978	4212	4422	7393	6997	4610	28567	3410
1001-01-01	1779196306	9.3	16.68	2577	2984	3588	8481	13500	21130	15919	7880	49783	4808
1001-01-01	1779196310	9.3	14.22	1668	2801	2846	4069	5165	6658	6730	5712	28754	4056
1001-01-01	1779196314	9.3	13.65	3325	5835	6191	11305	19615	27533	19013	13038	51000	6571
1001-01-01	1779196320	9.3	12.15	4136	5214	6784	15400	23627	38136	31076	14148	51000	7357
1001-01-01	1779196324	9.3	14.40	3354	4338	5509	12047	17808	28812	24183	10731	51000	5893
1001-01-01	1779196327	9.3	16.16	2759	3650	4297	9901	14456	23162	20431	8706	51000	4906
1001-01-01	1779196330	9.3	16.38	2955	3229	3974	10111	13765	24840	19439	8248	51000	4896
1001-01-01	1779196336	9.3	14.19	1772	2264	2369	5027	7293	8712	10770	4903	28412	3932
1001-01-01	1779196341	9.3	15.52	3066	3913	4505	12246	17161	26849	27173	9726	51000	4884
1001-01-01	1779196346	9.3	9.25	5686	7635	10335	23423	32662	51000	51000	20817	51000	9136
1001-01-01	1779196373	9.3	15.31	2078	3060	3419	6618	9314	12339	10710	6563	35803	4176
1001-01-01	1779196380	9.3	11.74	4585	5543	7436	18128	24348	42801	39295	15111	51000	7181
1001-01-01	1779196384	9.3	15.55	2252	2959	3181	5959	8490	12268	10257	6774	39159	4600
1001-01-01	1779196391	9.3	17.78	2501	2806	3799	7472	9299	17996	12199	6705	51000	4646
1001-01-01	1779196395	9.3	16.15	2144	2707	2733	5737	7192	13720	12234	6208	40418	4268
1001-01-01	1779196403	9.3	15.83	1880	2319	2540	4533	5220	8344	6971	5022	32719	4004
